account_id,username,created_at,followers,following,posts_per_day,credibility
acc0135,user_135,2023-05-19,7135,820,23.24,low
acc0136,user_136,2025-08-15,462,3934,113.23,bot
acc0137,user_137,2023-12-27,6798,3129,44.3,medium
acc0138,user_138,2023-10-08,4519,4304,46.81,medium
acc0139,user_139,2023-08-29,79955,4030,1.37,high
acc0140,user_140,2023-11-26,9253,3188,35.32,low
acc0141,user_141,2025-01-28,403,2517,133.57,bot
acc0142,user_142,2022-01-19,57174,1003,10.85,high
acc0143,user_143,2025-01-27,474,4702,178.68,bot
acc0144,user_144,2021-12-22,70085,1140,10.45,high
acc0145,user_145,2025-09-19,84,2485,197.97,bot
acc0146,user_146,2024-02-14,3605,3617,38.84,low
acc0147,user_147,2024-01-27,6187,2164,52.2,low
acc0148,user_148,2023-06-27,9839,4840,73.24,low
acc0149,user_149,2024-07-07,6179,3255,30.21,low
acc0150,user_150,2025-07-19,32,4771,90.87,bot
acc0151,user_151,2022-09-30,86559,3757,13.66,high
acc0152,user_152,2025-11-17,335,4433,75.66,bot
acc0153,user_153,2024-03-02,4242,307,24.17,medium
acc0154,user_154,2023-10-11,9189,2485,47.44,medium
acc0155,user_155,2022-06-19,55405,236,16.24,high
acc0156,user_156,2023-05-24,5912,3938,36.38,low
acc0157,user_157,2023-03-22,8807,4238,77.35,medium
acc0158,user_158,2023-02-03,23105,4650,7.35,high
acc0159,user_159,2025-06-13,236,4814,117.68,bot
acc0160,user_160,2025-01-08,397,1327,53.31,bot
acc0161,user_161,2025-09-23,398,3416,175.6,bot
acc0162,user_162,2024-12-22,460,2007,156.56,bot
acc0163,user_163,2021-05-23,32012,1603,9.67,high
acc0164,user_164,2025-02-01,318,2520,150.86,bot
acc0165,user_165,2024-04-05,2267,1973,20.61,low
acc0166,user_166,2023-04-08,4265,3086,24.37,low
acc0167,user_167,2024-08-11,7792,1045,57.32,low
acc0168,user_168,2025-08-25,361,246,148.61,bot
acc0169,user_169,2023-10-28,5784,3579,67.6,low
acc0170,user_170,2025-07-23,290,1844,168.63,bot
acc0171,user_171,2023-01-23,4520,2857,46.26,low
acc0172,user_172,2023-09-29,7366,2350,73.5,low
acc0173,user_173,2023-09-27,2341,2055,42.58,low
acc0174,user_174,2023-06-17,54414,4597,2.16,high
acc0175,user_175,2025-06-03,416,3146,110.55,bot
acc0176,user_176,2024-01-19,5335,262,48.19,low
acc0177,user_177,2025-03-11,2,2224,114.63,bot
acc0178,user_178,2025-07-06,80,1861,87.61,bot
acc0179,user_179,2024-10-03,9095,2949,21.26,medium
acc0180,user_180,2024-12-08,210,4998,184.05,bot
acc0181,user_181,2024-05-16,3550,2499,21.15,low
acc0182,user_182,2025-09-09,128,128,108.94,bot
acc0183,user_183,2023-03-03,1581,1479,57.96,low
acc0184,user_184,2024-05-17,6737,4868,31.47,low
acc0185,user_185,2024-10-22,855,1777,28.24,medium
acc0186,user_186,2024-01-26,5479,1824,44.3,medium
acc0187,user_187,2025-09-21,299,1239,78.51,bot
acc0188,user_188,2023-06-30,9728,693,60.68,medium
acc0189,user_189,2025-09-28,270,4780,59.91,bot
acc0190,user_190,2025-08-09,174,3366,171.47,bot
acc0191,user_191,2023-08-26,9015,2863,45.36,low
acc0192,user_192,2025-01-16,160,3091,118.35,bot
acc0193,user_193,2023-07-20,4560,4310,68.58,low
acc0194,user_194,2022-10-10,77399,4494,8.98,high
acc0195,user_195,2023-04-06,3806,2675,34.03,low
acc0196,user_196,2023-11-22,3728,3045,48.28,medium
acc0197,user_197,2024-12-05,128,4780,128.69,bot
acc0198,user_198,2022-01-17,18034,2830,12.19,high
acc0199,user_199,2023-12-28,4916,3446,71.72,medium
acc0200,user_200,2021-09-07,59455,63,6.09,high
acc0201,user_201,2024-01-03,6267,4933,51.63,medium
acc0202,user_202,2021-05-18,40974,192,6.78,high
acc0203,user_203,2023-08-02,14143,68,2.58,high
acc0204,user_204,2022-03-12,51941,1011,15.29,high
acc0205,user_205,2024-09-18,3991,3459,56.02,medium
acc0206,user_206,2024-04-14,6181,2523,77.08,low
acc0207,user_207,2024-01-03,5578,393,59.07,low
acc0208,user_208,2024-03-22,8434,2082,73.27,medium
acc0209,user_209,2023-05-08,7323,76,31.39,low
acc0210,user_210,2021-07-29,66823,3191,11.61,high
acc0211,user_211,2023-09-21,6093,3722,56.94,low
acc0212,user_212,2024-07-19,4824,4577,32.59,medium
acc0213,user_213,2023-04-09,9964,4358,58.15,low
acc0214,user_214,2024-01-27,1421,4575,66.67,medium
acc0215,user_215,2025-10-02,73,1604,103.09,bot
acc0216,user_216,2024-11-20,4053,3616,74.35,low
acc0217,user_217,2024-01-20,2496,1907,67.79,medium
acc0218,user_218,2025-11-25,110,4366,54.9,bot
acc0219,user_219,2022-12-05,7823,2076,74.13,medium
acc0220,user_220,2025-07-24,104,1643,184.31,bot
acc0221,user_221,2023-08-13,4244,3803,77.02,low
acc0222,user_222,2023-12-19,8469,4847,27.77,medium
acc0223,user_223,2021-01-03,98328,3553,12.12,high
acc0224,user_224,2023-03-01,8819,1750,22.57,medium
acc0225,user_225,2024-11-25,4444,4673,45.76,medium
acc0226,user_226,2023-09-12,4654,637,33.47,medium
acc0227,user_227,2022-03-26,78808,4805,3.51,high
acc0228,user_228,2025-03-06,146,3360,117.22,bot
acc0229,user_229,2023-01-18,7477,1395,59.04,low
acc0230,user_230,2023-06-10,3823,724,76.18,medium
acc0231,user_231,2025-11-09,360,1469,60.22,bot
acc0232,user_232,2024-02-18,1739,3245,48.19,low
acc0233,user_233,2021-04-05,89617,1981,19.78,high
acc0234,user_234,2025-01-06,272,4435,143.93,bot
acc0235,user_235,2025-09-14,125,2465,53.25,bot
acc0236,user_236,2025-06-10,192,2605,177.28,bot
acc0237,user_237,2024-08-29,1432,1267,48.3,medium
acc0238,user_238,2023-01-27,3307,3614,52.04,medium
acc0239,user_239,2025-09-25,289,1359,120.75,bot
acc0240,user_240,2024-01-22,8978,2529,36.69,medium
acc0241,user_241,2024-07-21,8931,2135,50.59,low
acc0242,user_242,2023-03-12,5388,2138,35.69,medium
acc0243,user_243,2021-06-21,47971,2534,2.95,high
acc0244,user_244,2025-08-17,353,3093,95.94,bot
acc0245,user_245,2025-06-06,273,1513,53.99,bot
acc0246,user_246,2025-07-05,214,1596,95.94,bot
acc0247,user_247,2025-02-06,294,2384,113.02,bot
acc0248,user_248,2025-03-16,472,195,83.16,bot
acc0249,user_249,2024-01-18,1528,3526,63.42,low
acc0250,user_250,2023-07-04,45339,1226,4.2,high
acc0251,user_251,2023-10-29,9512,3106,70.25,low
acc0252,user_252,2023-05-18,4012,4005,26.2,low
acc0253,user_253,2024-11-25,7805,949,66.58,low
acc0254,user_254,2024-01-27,9871,781,32.68,medium
acc0255,user_255,2025-09-23,419,25,148.48,bot
acc0256,user_256,2024-06-23,6008,2458,50.81,medium
acc0257,user_257,2024-05-23,9358,142,49.73,medium
acc0258,user_258,2021-10-12,15326,2632,6.42,high
acc0259,user_259,2022-04-02,30086,4532,15.5,high
acc0260,user_260,2022-08-15,71991,2478,13.77,high
acc0261,user_261,2024-05-09,7421,3333,33.83,low
acc0262,user_262,2024-04-22,8368,1246,72.83,low
acc0263,user_263,2023-09-21,7753,2978,57.08,medium
acc0264,user_264,2022-10-15,69166,3103,18.54,high
acc0265,user_265,2024-11-02,4258,301,37.94,medium
acc0266,user_266,2025-06-23,117,4850,71.77,bot
acc0267,user_267,2025-05-28,494,3118,80.03,bot
acc0268,user_268,2023-03-08,8732,1739,44.92,low
acc0269,user_269,2023-06-15,1798,2163,52.8,medium
acc0270,user_270,2023-05-28,9304,4255,63.29,medium
acc0271,user_271,2023-01-23,8612,1736,43.39,medium
acc0272,user_272,2025-04-14,206,4191,191.53,bot
acc0273,user_273,2022-12-21,9621,1113,78.46,low
acc0274,user_274,2025-07-20,98,4853,122.23,bot
acc0275,user_275,2025-07-07,118,2467,121.19,bot
acc0276,user_276,2025-03-03,43,1320,189.98,bot
acc0277,user_277,2024-03-06,2078,972,41.51,low
acc0278,user_278,2025-02-27,256,3718,191.12,bot
acc0279,user_279,2022-12-10,8978,4567,38.39,low
acc0280,user_280,2024-12-31,292,243,148.44,bot
acc0281,user_281,2024-06-06,9777,3679,40.61,low
acc0282,user_282,2025-08-06,371,3705,104.46,bot
acc0283,user_283,2024-12-26,92,2983,98.44,bot
acc0284,user_284,2023-05-31,6316,3215,69.58,low
acc0285,user_285,2024-12-30,291,384,139.12,bot
acc0286,user_286,2024-11-07,2711,4283,31.94,medium
acc0287,user_287,2022-12-29,8752,2845,66.21,low
acc0288,user_288,2024-10-02,2805,728,23.96,low
acc0289,user_289,2023-08-18,9040,4745,64.12,medium
acc0290,user_290,2024-12-31,15,4465,195.9,bot
acc0291,user_291,2024-01-08,3152,765,58.08,medium
acc0292,user_292,2025-03-06,181,4856,80.3,bot
acc0293,user_293,2023-07-09,3270,2672,37.81,low
acc0294,user_294,2024-05-07,6863,2979,33.85,low
acc0295,user_295,2023-12-17,1575,487,67.18,medium
acc0296,user_296,2023-05-20,4738,2987,58.33,medium
acc0297,user_297,2025-07-01,276,295,122.24,bot
acc0298,user_298,2021-06-27,89968,696,6.73,high
acc0299,user_299,2024-06-18,1105,3355,43.2,low
acc0300,user_300,2024-11-30,3513,2643,64.32,medium
acc0301,user_301,2025-11-11,194,3834,121.38,bot
acc0302,user_302,2025-07-13,2,2350,87.8,bot
acc0303,user_303,2025-07-15,400,254,112.75,bot
acc0304,user_304,2022-12-08,18670,4659,7.32,high
acc0305,user_305,2025-03-08,287,3554,169.52,bot
acc0306,user_306,2025-10-04,229,2616,68.31,bot
acc0307,user_307,2022-12-08,46090,1210,7.82,high
acc0308,user_308,2024-08-23,2682,372,76.84,medium
acc0309,user_309,2023-10-17,3312,1017,20.38,low
acc0310,user_310,2021-09-25,66762,1884,7.73,high
acc0311,user_311,2025-01-09,164,3383,123.94,bot
acc0312,user_312,2023-02-18,9083,785,46.55,medium
acc0313,user_313,2023-09-23,30907,2488,7.04,high
acc0314,user_314,2025-05-20,118,1779,196.46,bot
acc0315,user_315,2023-09-06,6049,3659,28.09,low
acc0316,user_316,2025-05-17,383,2853,131.16,bot
acc0317,user_317,2022-09-03,78391,1312,9.52,high
acc0318,user_318,2022-11-29,62308,884,11.74,high
acc0319,user_319,2025-11-04,317,2249,136.65,bot
acc0320,user_320,2024-06-23,2584,4117,72.54,low
acc0321,user_321,2021-02-26,46076,419,13.26,high
acc0322,user_322,2023-10-16,84067,4653,16.07,high
acc0323,user_323,2025-08-14,491,127,115.75,bot
acc0324,user_324,2024-04-19,9862,1727,32.13,low
acc0325,user_325,2023-02-19,4137,4592,31.54,low
acc0326,user_326,2024-12-27,297,2478,56.82,bot
acc0327,user_327,2022-08-21,24692,3678,7.8,high
acc0328,user_328,2025-09-12,298,2504,146.45,bot
acc0329,user_329,2023-08-25,3422,1001,55.5,low
acc0330,user_330,2025-10-10,265,131,86.59,bot
acc0331,user_331,2025-11-03,79,3742,168.4,bot
acc0332,user_332,2025-01-15,89,1252,156.78,bot
acc0333,user_333,2023-06-16,3081,4144,43.24,medium
acc0334,user_334,2025-02-16,226,2707,78.1,bot
acc0335,user_335,2025-02-15,132,4261,151.61,bot
acc0336,user_336,2024-01-25,1561,1353,27.12,medium
acc0337,user_337,2023-11-18,2827,1988,25.23,medium
acc0338,user_338,2023-03-23,3826,418,77.77,medium
acc0339,user_339,2023-10-28,6643,1087,57.67,medium
acc0340,user_340,2023-04-26,7462,1348,53.71,low
acc0341,user_341,2022-02-09,56985,1464,1.89,high
acc0342,user_342,2025-06-01,460,405,94.54,bot
acc0343,user_343,2021-12-27,28150,965,17.87,high
acc0344,user_344,2025-11-08,237,2339,106.26,bot
acc0345,user_345,2025-11-27,274,1740,195.93,bot
acc0346,user_346,2025-01-02,397,4620,126.73,bot
acc0347,user_347,2022-10-23,56628,68,18.85,high
acc0348,user_348,2024-08-23,9373,494,53.94,medium
acc0349,user_349,2024-10-04,3054,369,49.96,medium
acc0350,user_350,2024-09-29,7621,1811,60.32,medium
acc0351,user_351,2023-04-07,94295,4918,12.18,high
acc0352,user_352,2023-02-19,4944,3985,20.26,low
acc0353,user_353,2023-01-13,1186,4886,37.65,low
acc0354,user_354,2025-08-14,122,3965,146.88,bot
acc0355,user_355,2025-07-01,29,2031,141.34,bot
acc0356,user_356,2025-10-24,117,4782,107.88,bot
acc0357,user_357,2022-12-16,2214,3946,78.05,low
acc0358,user_358,2021-04-27,96661,3661,3.08,high
acc0359,user_359,2024-11-23,3541,221,41.31,low
acc0360,user_360,2024-07-12,7329,221,67.71,medium
acc0361,user_361,2025-10-29,400,3855,97.47,bot
acc0362,user_362,2025-03-05,138,4481,111.47,bot
acc0363,user_363,2023-04-13,2394,777,68.44,low
acc0364,user_364,2023-10-16,1339,3451,37.59,medium
acc0365,user_365,2022-12-28,15461,1999,14.17,high
acc0366,user_366,2022-12-21,21838,3931,2.59,high
acc0367,user_367,2023-05-20,7606,2635,63.8,low
acc0368,user_368,2024-10-06,2795,3239,23.43,low
acc0369,user_369,2023-10-12,4596,2955,40.07,medium
acc0370,user_370,2024-11-04,1317,1753,49.87,medium
acc0371,user_371,2024-12-26,222,3935,136.47,bot
acc0372,user_372,2023-04-11,3963,2701,74.06,medium
acc0373,user_373,2022-07-15,58138,4704,2.45,high
acc0374,user_374,2020-12-07,91303,1697,3.79,high
acc0375,user_375,2023-10-04,1711,4763,31.43,low
acc0376,user_376,2025-03-16,201,2228,90.75,bot
acc0377,user_377,2022-11-10,65434,4963,18.38,high
acc0378,user_378,2022-02-20,39809,2000,16.29,high
acc0379,user_379,2023-10-29,4376,1562,57.92,low
acc0380,user_380,2025-08-31,302,2799,193.8,bot
acc0381,user_381,2023-04-16,10163,3471,18.94,high
acc0382,user_382,2025-08-18,156,4080,193.47,bot
acc0383,user_383,2024-06-15,2405,1660,50.66,medium
acc0384,user_384,2023-12-18,1724,1793,46.01,medium
acc0385,user_385,2023-04-04,2030,3016,73.79,low
acc0386,user_386,2023-05-01,6546,3461,39.61,low
acc0387,user_387,2023-07-23,8235,1493,64.22,low
acc0388,user_388,2023-05-23,1658,2038,35.95,low
acc0389,user_389,2023-01-19,1358,106,50.39,low
acc0390,user_390,2025-07-16,441,3055,184.24,bot
acc0391,user_391,2024-06-28,4264,4594,73.01,low
acc0392,user_392,2024-01-30,5777,4279,24.82,medium
acc0393,user_393,2021-03-08,24990,1858,17.61,high
acc0394,user_394,2024-07-07,9833,1157,72.66,medium
acc0395,user_395,2023-08-05,4285,1014,28.04,low
acc0396,user_396,2023-01-18,4132,1531,62.98,medium
acc0397,user_397,2024-12-23,495,3624,101.45,bot
acc0398,user_398,2024-03-02,773,2183,48.17,low
acc0399,user_399,2023-12-10,4538,3305,67.43,medium
acc0400,user_400,2025-06-17,55,3120,124.35,bot
acc0401,user_401,2024-11-18,6996,4531,56.36,medium
acc0402,user_402,2024-09-27,2125,3685,50.35,low
acc0403,user_403,2024-01-21,2512,2841,71.75,low
acc0404,user_404,2023-04-06,1031,4595,33.61,low
acc0405,user_405,2023-01-18,9314,3959,33.8,low
acc0406,user_406,2024-01-03,5432,3850,45.08,low
acc0407,user_407,2023-02-05,7954,833,25.19,low
acc0408,user_408,2024-09-26,5512,1551,79.92,low
acc0409,user_409,2023-04-28,9619,1949,42.75,medium
acc0410,user_410,2023-01-27,5349,2923,60.89,medium
acc0411,user_411,2024-03-11,2620,3529,45.94,low
acc0412,user_412,2021-03-19,49498,4987,17.73,high
acc0413,user_413,2024-05-12,9693,1875,53.67,low
acc0414,user_414,2025-11-03,178,2501,136.97,bot
acc0415,user_415,2025-03-05,316,3183,59.55,bot
acc0416,user_416,2023-10-14,3063,4496,57.3,low
acc0417,user_417,2025-01-19,471,2731,94.63,bot
acc0418,user_418,2025-12-04,91,3879,97.22,bot
acc0419,user_419,2024-10-26,5634,3299,46.76,low
acc0420,user_420,2024-02-20,6693,1573,64.77,low
acc0421,user_421,2023-06-14,1085,1234,74.46,low
acc0422,user_422,2025-07-16,428,275,177.04,bot
acc0423,user_423,2024-03-10,7032,1118,53.63,low
acc0424,user_424,2023-01-04,3516,1364,68.98,low
acc0425,user_425,2024-03-30,9120,2179,71.06,medium
acc0426,user_426,2023-02-06,2938,2534,77.26,low
acc0427,user_427,2022-09-16,28147,4920,11.38,high
acc0428,user_428,2025-08-16,82,4979,189.07,bot
acc0429,user_429,2025-07-18,488,3852,165.02,bot
acc0430,user_430,2024-02-17,1044,4608,68.96,low
acc0431,user_431,2025-06-25,375,4436,90.33,bot
acc0432,user_432,2023-08-07,9912,431,36.34,medium
acc0433,user_433,2024-11-30,9410,4029,76.54,low
acc0434,user_434,2023-06-25,7232,814,61.3,medium
acc0435,user_435,2025-02-21,276,2731,195.1,bot
acc0436,user_436,2023-10-10,91175,206,4.16,high
acc0437,user_437,2025-09-08,348,122,94.66,bot
acc0438,user_438,2022-04-06,50877,175,9.85,high
acc0439,user_439,2023-06-08,3069,4301,32.26,low
acc0440,user_440,2023-06-29,3961,3077,38.48,medium
acc0441,user_441,2025-05-06,125,2110,104.33,bot
acc0442,user_442,2025-01-23,408,113,158.47,bot
acc0443,user_443,2024-05-09,1739,3868,32.49,medium
acc0444,user_444,2024-04-19,4738,3665,31.26,low
acc0445,user_445,2023-07-26,898,2983,34.04,medium
acc0446,user_446,2022-11-14,84074,3421,12.26,high
acc0447,user_447,2023-08-07,617,4814,72.44,medium
acc0448,user_448,2024-11-25,1354,1729,44.65,low
acc0449,user_449,2025-09-21,186,4368,185.17,bot
acc0450,user_450,2024-11-30,3179,4263,62.22,low
acc0451,user_451,2025-01-01,199,4328,198.7,bot
acc0452,user_452,2024-12-07,243,4243,92.84,bot
acc0453,user_453,2025-05-30,208,4897,88.93,bot
acc0454,user_454,2024-03-31,3519,1839,55.49,medium
acc0455,user_455,2023-04-27,23050,3076,17.81,high
acc0456,user_456,2023-02-20,2771,3427,78.49,low
acc0457,user_457,2021-03-27,95572,3106,1.32,high
acc0458,user_458,2023-03-19,18587,668,13.48,high
acc0459,user_459,2021-10-31,24711,4475,5.55,high
acc0460,user_460,2025-06-18,112,2699,134.57,bot
acc0461,user_461,2022-01-19,44078,4915,4.6,high
acc0462,user_462,2025-01-24,447,3282,160.29,bot
acc0463,user_463,2025-12-01,42,2995,199.73,bot
acc0464,user_464,2025-04-18,436,1259,172.36,bot
acc0465,user_465,2024-10-19,6807,3224,47.37,medium
acc0466,user_466,2023-01-27,3718,212,21.49,low
acc0467,user_467,2024-10-17,598,4287,33.49,low
acc0468,user_468,2021-12-18,81334,1966,9.69,high
acc0469,user_469,2025-04-26,334,2465,98.22,bot
acc0470,user_470,2025-03-24,186,598,125.7,bot
acc0471,user_471,2025-02-03,225,2075,90.65,bot
acc0472,user_472,2023-11-10,7208,499,48.24,medium
acc0473,user_473,2025-10-23,202,3865,180.1,bot
acc0474,user_474,2024-01-30,1326,2240,45.79,medium
acc0475,user_475,2025-09-03,58,4891,145.63,bot
acc0476,user_476,2025-03-31,172,3265,143.27,bot
acc0477,user_477,2025-07-29,138,2539,142.9,bot
acc0478,user_478,2025-10-13,20,1478,81.87,bot
acc0479,user_479,2024-04-25,2159,500,69.53,low
acc0480,user_480,2024-01-19,863,748,25.88,low
acc0481,user_481,2024-12-07,291,3853,69.51,bot
acc0482,user_482,2023-10-07,89433,2136,5.35,high
acc0483,user_483,2024-08-30,9320,144,24.54,medium
acc0484,user_484,2024-02-08,9408,1156,36.81,medium
acc0485,user_485,2025-03-30,477,1591,178.69,bot
acc0486,user_486,2025-11-30,210,2892,154.2,bot
acc0487,user_487,2024-05-03,6487,3420,45.36,low
acc0488,user_488,2021-05-13,47430,1078,1.53,high
acc0489,user_489,2021-06-30,35048,475,15.0,high
acc0490,user_490,2023-06-28,9364,2423,79.14,low
acc0491,user_491,2023-03-04,9366,3916,34.23,low
acc0492,user_492,2024-10-26,6807,4591,63.15,low
acc0493,user_493,2021-05-19,56070,4661,1.56,high
acc0494,user_494,2024-07-03,6899,4426,69.71,low
acc0495,user_495,2024-02-07,6639,2514,44.12,low
acc0496,user_496,2021-08-02,53609,2611,15.52,high
acc0497,user_497,2022-01-31,12367,2812,3.79,high
acc0498,user_498,2022-02-14,76743,2075,15.31,high
