account_id,username,created_at,followers,following,posts_per_day,credibility
acc00148,user_00148,2023-09-29,16986,1549,8,high
acc00149,user_00149,2022-11-09,34163,1002,5,high
acc00150,user_00150,2024-03-26,28827,168,35,medium
acc00151,user_00151,2024-05-06,17807,697,38,medium
acc00152,user_00152,2024-10-11,9068,318,188,low
acc00153,user_00153,2023-01-22,10014,1456,7,high
acc00154,user_00154,2023-11-04,26712,687,2,high
acc00155,user_00155,2023-11-03,4080,433,49,medium
acc00156,user_00156,2022-06-20,38278,1947,149,low
acc00157,user_00157,2022-08-08,37728,789,21,medium
acc00158,user_00158,2022-05-12,23052,621,51,low
acc00159,user_00159,2023-06-30,48989,1514,157,low
acc00160,user_00160,2023-04-25,14453,1009,71,medium
acc00161,user_00161,2023-10-13,31827,69,5,high
acc00162,user_00162,2023-02-17,44508,1644,136,low
acc00163,user_00163,2022-08-25,30630,1893,92,low
acc00164,user_00164,2023-07-05,1767,1867,10,high
acc00165,user_00165,2023-02-23,1776,181,194,low
acc00166,user_00166,2024-08-16,30257,382,47,medium
acc00167,user_00167,2023-12-10,21453,443,5,high
acc00168,user_00168,2024-01-22,49887,1811,133,low
acc00169,user_00169,2022-11-23,27627,526,121,low
acc00170,user_00170,2024-12-13,49088,1114,8,high
acc00171,user_00171,2024-05-17,42607,150,6,high
acc00172,user_00172,2022-11-21,2033,1954,22,medium
acc00173,user_00173,2022-08-26,1335,1282,4,high
acc00174,user_00174,2024-08-25,31035,1381,4,high
acc00175,user_00175,2022-05-07,14284,962,10,high
acc00176,user_00176,2022-11-08,24175,353,36,medium
acc00177,user_00177,2022-04-21,49016,1481,58,medium
acc00178,user_00178,2022-04-20,20384,231,3,high
acc00179,user_00179,2022-05-26,20444,1189,21,medium
acc00180,user_00180,2022-04-26,24596,822,78,medium
acc00181,user_00181,2024-10-16,38803,1424,32,medium
acc00182,user_00182,2024-09-19,45691,1592,35,medium
acc00183,user_00183,2022-10-09,37088,1612,80,low
acc00184,user_00184,2023-07-06,28074,1364,6,high
acc00185,user_00185,2023-08-02,42437,708,67,low
acc00186,user_00186,2022-09-12,32125,226,7,high
acc00187,user_00187,2023-03-23,30129,1458,142,low
acc00188,user_00188,2024-07-05,48090,1078,7,high
acc00189,user_00189,2023-04-12,35269,1596,37,medium
acc00190,user_00190,2023-10-13,47908,1223,169,low
acc00191,user_00191,2022-08-13,16088,1711,132,low
acc00192,user_00192,2022-07-14,29543,509,5,high
acc00193,user_00193,2023-04-18,43790,786,195,low
acc00194,user_00194,2023-08-14,21300,382,57,low
acc00195,user_00195,2024-01-04,16931,707,104,low
acc00196,user_00196,2023-06-12,665,1068,120,low
acc00197,user_00197,2024-04-29,47190,842,2,high
acc00198,user_00198,2022-11-17,15749,1424,192,low
acc00199,user_00199,2023-10-01,1130,200,175,low
acc00200,user_00200,2023-11-14,45336,508,106,low
acc00201,user_00201,2023-12-21,31015,1143,198,low
acc00202,user_00202,2023-10-24,48885,1137,42,medium
acc00203,user_00203,2023-01-13,29736,564,140,low
acc00204,user_00204,2024-05-10,7907,1487,114,low
acc00205,user_00205,2024-09-01,48685,1107,6,high
acc00206,user_00206,2024-06-19,14180,1522,31,medium
acc00207,user_00207,2022-12-22,38639,1566,120,low
acc00208,user_00208,2024-03-18,6588,1715,58,medium
acc00209,user_00209,2024-05-14,23650,377,5,high
acc00210,user_00210,2023-01-07,35005,269,53,low
acc00211,user_00211,2022-04-10,3573,1143,61,low
acc00212,user_00212,2023-03-20,49334,1015,82,low
acc00213,user_00213,2023-05-25,18634,971,1,high
acc00214,user_00214,2024-01-19,12082,1987,162,low
acc00215,user_00215,2022-05-14,31308,243,5,high
acc00216,user_00216,2023-08-17,4855,1191,7,high
acc00217,user_00217,2024-11-08,9943,315,63,medium
acc00218,user_00218,2024-02-25,5582,518,80,medium
acc00219,user_00219,2022-11-11,27274,1251,9,high
acc00220,user_00220,2023-04-09,14790,1598,70,medium
acc00221,user_00221,2023-09-28,29014,618,44,medium
acc00222,user_00222,2024-02-24,37265,1281,47,medium
acc00223,user_00223,2022-04-24,48502,213,10,high
acc00224,user_00224,2024-04-06,43281,176,4,high
acc00225,user_00225,2024-07-08,36175,163,4,high
acc00226,user_00226,2023-11-10,29524,1421,1,high
acc00227,user_00227,2024-03-09,2139,484,50,medium
acc00228,user_00228,2023-01-13,29755,155,122,low
acc00229,user_00229,2022-05-31,17337,1623,34,medium
acc00230,user_00230,2023-02-24,12964,880,57,medium
acc00231,user_00231,2024-05-16,42443,315,9,high
acc00232,user_00232,2024-10-20,3908,349,86,low
acc00233,user_00233,2022-06-03,18914,909,195,low
acc00234,user_00234,2023-01-27,19928,1443,8,high
acc00235,user_00235,2023-08-08,35388,1021,119,low
acc00236,user_00236,2023-04-30,2612,1831,70,low
acc00237,user_00237,2023-04-24,16408,62,132,low
acc00238,user_00238,2022-04-23,44190,1722,4,high
acc00239,user_00239,2022-05-04,1359,1576,57,medium
acc00240,user_00240,2024-04-01,37764,92,72,medium
acc00241,user_00241,2023-07-20,42697,915,8,high
acc00242,user_00242,2023-05-13,28566,1310,96,low
acc00243,user_00243,2023-09-08,22803,846,73,low
acc00244,user_00244,2023-02-15,6855,1766,132,low
acc00245,user_00245,2023-11-07,45460,1024,6,high
acc00246,user_00246,2022-09-21,49840,1136,152,low
acc00247,user_00247,2024-10-03,20612,526,8,high
acc00248,user_00248,2022-04-14,26488,1781,79,low
acc00249,user_00249,2024-12-31,43100,1790,72,medium
acc00250,user_00250,2023-11-05,3552,394,49,medium
acc00251,user_00251,2023-04-05,49574,1030,43,medium
acc00252,user_00252,2022-11-15,3382,426,48,medium
acc00253,user_00253,2024-08-20,18876,907,190,low
acc00254,user_00254,2024-08-30,1891,1300,51,medium
acc00255,user_00255,2024-05-01,46516,334,71,medium
acc00256,user_00256,2024-12-18,36192,845,191,low
acc00257,user_00257,2022-08-24,7435,955,4,high
acc00258,user_00258,2023-08-10,46963,607,3,high
acc00259,user_00259,2024-03-28,27229,1719,65,medium
acc00260,user_00260,2024-04-27,29935,1138,170,low
acc00261,user_00261,2024-06-20,39280,1050,7,high
acc00262,user_00262,2024-08-15,4575,575,76,medium
acc00263,user_00263,2022-05-21,33275,557,137,low
acc00264,user_00264,2022-12-20,19566,1725,5,high
acc00265,user_00265,2023-02-26,32089,1782,57,medium
acc00266,user_00266,2023-06-30,31741,716,8,high
acc00267,user_00267,2022-11-12,35614,782,191,low
acc00268,user_00268,2022-07-26,12363,1438,132,low
acc00269,user_00269,2023-12-06,15306,1763,10,high
acc00270,user_00270,2024-02-11,48804,978,61,low
acc00271,user_00271,2022-09-24,24984,800,78,medium
acc00272,user_00272,2022-09-14,42730,321,70,medium
acc00273,user_00273,2024-08-25,32918,1987,59,low
acc00274,user_00274,2022-07-26,6577,1800,41,medium
acc00275,user_00275,2023-07-13,29945,41,75,low
acc00276,user_00276,2023-11-09,42911,1996,29,medium
acc00277,user_00277,2023-09-09,17368,703,2,high
acc00278,user_00278,2023-11-21,42587,174,64,medium
acc00279,user_00279,2023-12-09,20752,1293,186,low
acc00280,user_00280,2022-11-16,31978,1796,76,medium
acc00281,user_00281,2023-04-10,4484,490,22,medium
acc00282,user_00282,2022-06-03,18833,475,63,medium
acc00283,user_00283,2023-10-15,6451,1567,25,medium
acc00284,user_00284,2022-07-23,6586,918,65,medium
acc00285,user_00285,2022-06-21,1897,104,5,high
acc00286,user_00286,2024-03-07,23492,777,64,low
acc00287,user_00287,2024-04-26,34810,853,87,low
acc00288,user_00288,2022-10-13,11800,358,63,medium
acc00289,user_00289,2023-04-18,25070,1279,2,high
acc00290,user_00290,2023-08-11,38217,303,35,medium
acc00291,user_00291,2023-03-20,16644,951,8,high
acc00292,user_00292,2022-06-26,30490,1855,52,low
acc00293,user_00293,2024-07-24,4840,914,189,low
acc00294,user_00294,2024-03-01,41873,1980,200,low
acc00295,user_00295,2023-09-22,19799,417,114,low
acc00296,user_00296,2024-09-14,15545,791,173,low
acc00297,user_00297,2023-05-24,19390,1442,42,medium
acc00298,user_00298,2022-09-05,43137,820,55,low
acc00299,user_00299,2023-06-02,44944,1603,52,low
acc00300,user_00300,2022-06-14,39741,1536,23,medium
acc00301,user_00301,2022-10-30,15081,1253,123,low
acc00302,user_00302,2023-03-22,12460,1281,106,low
acc00303,user_00303,2023-03-30,6367,1860,85,low
acc00304,user_00304,2024-11-22,20246,1625,61,medium
acc00305,user_00305,2023-05-19,23911,1509,58,low
acc00306,user_00306,2022-06-15,19340,679,2,high
acc00307,user_00307,2024-07-06,13159,280,46,medium
acc00308,user_00308,2022-04-13,23976,1097,76,medium
acc00309,user_00309,2024-03-28,10783,536,78,medium
acc00310,user_00310,2022-11-29,22198,1657,125,low
acc00311,user_00311,2022-04-21,4934,298,8,high
acc00312,user_00312,2022-04-17,36524,759,7,high
acc00313,user_00313,2024-12-18,17331,1108,7,high
acc00314,user_00314,2023-12-21,44094,1543,8,high
acc00315,user_00315,2023-05-14,24970,1694,36,medium
acc00316,user_00316,2023-12-18,7100,1392,80,medium
acc00317,user_00317,2024-12-07,40602,1820,8,high
acc00318,user_00318,2022-06-09,39982,463,40,medium
acc00319,user_00319,2023-03-23,30426,1872,24,medium
acc00320,user_00320,2023-03-09,26758,248,39,medium
acc00321,user_00321,2022-05-09,2438,633,1,high
acc00322,user_00322,2024-09-24,15387,1827,79,low
acc00323,user_00323,2023-12-01,29729,769,28,medium
acc00324,user_00324,2022-12-03,45644,1947,80,medium
acc00325,user_00325,2023-05-11,48645,1498,46,medium
acc00326,user_00326,2023-03-03,6489,1717,7,high
acc00327,user_00327,2022-05-16,18333,77,154,low
acc00328,user_00328,2024-05-24,29057,920,43,medium
acc00329,user_00329,2024-09-22,44936,762,6,high
acc00330,user_00330,2023-03-13,23506,134,77,medium
acc00331,user_00331,2024-06-21,8005,1953,120,low
acc00332,user_00332,2023-02-23,13900,1324,73,low
acc00333,user_00333,2022-04-13,1399,113,58,medium
acc00334,user_00334,2024-08-26,37000,430,112,low
acc00335,user_00335,2024-06-03,38429,452,9,high
acc00336,user_00336,2022-11-01,9670,1625,6,high
acc00337,user_00337,2024-03-24,9482,276,20,medium
acc00338,user_00338,2022-10-07,11435,235,36,medium
acc00339,user_00339,2024-12-06,8637,40,75,medium
acc00340,user_00340,2023-05-10,21218,42,110,low
acc00341,user_00341,2024-11-09,8307,1529,5,high
acc00342,user_00342,2024-09-07,48867,140,184,low
acc00343,user_00343,2022-10-28,23726,1061,164,low
acc00344,user_00344,2023-09-27,33019,463,26,medium
acc00345,user_00345,2022-12-19,43181,1077,22,medium
acc00346,user_00346,2023-03-15,2041,134,167,low
acc00347,user_00347,2023-10-23,44964,231,152,low
acc00348,user_00348,2024-10-18,5294,669,163,low
acc00349,user_00349,2024-10-26,8270,573,29,medium
acc00350,user_00350,2023-05-13,35937,1468,60,medium
acc00351,user_00351,2023-05-01,34770,613,147,low
acc00352,user_00352,2023-04-23,28193,213,179,low
acc00353,user_00353,2022-08-12,42907,1343,27,medium
acc00354,user_00354,2022-07-30,14091,890,66,medium
acc00355,user_00355,2023-11-05,22212,1704,108,low
acc00356,user_00356,2023-11-03,47815,204,152,low
acc00357,user_00357,2024-02-16,43588,532,159,low
acc00358,user_00358,2023-01-29,31081,147,89,low
acc00359,user_00359,2024-09-28,28303,207,2,high
acc00360,user_00360,2023-12-17,8527,1149,67,medium
acc00361,user_00361,2022-04-28,36804,1160,10,high
acc00362,user_00362,2023-11-08,23173,1799,81,low
acc00363,user_00363,2022-11-25,27717,1787,80,medium
acc00364,user_00364,2022-04-16,18850,1239,23,medium
acc00365,user_00365,2024-09-17,37874,1049,140,low
acc00366,user_00366,2023-03-01,31600,469,3,high
acc00367,user_00367,2022-08-20,36455,762,6,high
acc00368,user_00368,2023-05-25,14821,1663,5,high
acc00369,user_00369,2022-04-10,40745,1266,193,low
acc00370,user_00370,2023-06-11,1720,1257,61,medium
acc00371,user_00371,2023-01-22,17527,69,73,medium
acc00372,user_00372,2023-01-13,49965,642,5,high
acc00373,user_00373,2024-12-26,11888,1791,139,low
acc00374,user_00374,2023-02-28,26265,152,10,high
acc00375,user_00375,2024-09-30,48897,1096,1,high
acc00376,user_00376,2023-10-30,29730,708,7,high
acc00377,user_00377,2024-02-17,47290,674,6,high
acc00378,user_00378,2024-10-07,3447,328,58,medium
acc00379,user_00379,2024-11-12,44169,177,10,high
acc00380,user_00380,2023-02-24,27788,1004,163,low
acc00381,user_00381,2023-11-04,17902,451,48,medium
acc00382,user_00382,2024-01-14,28174,237,27,medium
acc00383,user_00383,2023-07-12,43721,641,174,low
acc00384,user_00384,2023-11-24,39277,122,4,high
acc00385,user_00385,2024-02-28,13843,1581,4,high
acc00386,user_00386,2024-03-11,21503,255,5,high
acc00387,user_00387,2022-11-29,28223,369,8,high
acc00388,user_00388,2023-07-06,46115,481,7,high
acc00389,user_00389,2022-09-01,43781,1661,55,medium
acc00390,user_00390,2023-11-22,48630,96,68,low
acc00391,user_00391,2023-09-19,5102,1775,54,low
acc00392,user_00392,2023-10-20,37578,838,197,low
acc00393,user_00393,2023-11-01,18973,245,60,medium
acc00394,user_00394,2022-04-18,21284,361,55,low
acc00395,user_00395,2022-09-03,45194,1893,49,medium
acc00396,user_00396,2023-10-12,6937,508,72,low
acc00397,user_00397,2023-11-18,34338,171,200,low
acc00398,user_00398,2022-11-30,22250,463,129,low
acc00399,user_00399,2024-10-15,33455,1306,93,low
acc00400,user_00400,2023-07-29,12707,1865,9,high
acc00401,user_00401,2022-12-19,42299,1679,139,low
acc00402,user_00402,2024-09-18,9597,534,4,high
acc00403,user_00403,2023-04-26,10018,1566,3,high
acc00404,user_00404,2024-07-04,41153,1021,24,medium
acc00405,user_00405,2022-11-15,37976,929,194,low
acc00406,user_00406,2022-07-13,36994,1326,79,medium
acc00407,user_00407,2024-02-06,41105,657,59,medium
acc00408,user_00408,2024-10-24,30731,915,8,high
acc00409,user_00409,2022-10-09,18001,1221,39,medium
acc00410,user_00410,2023-08-01,4862,645,6,high
acc00411,user_00411,2024-11-24,3728,765,165,low
acc00412,user_00412,2023-03-13,5917,1269,69,low
acc00413,user_00413,2023-12-05,30324,1198,52,medium
acc00414,user_00414,2022-12-07,2688,931,70,medium
acc00415,user_00415,2024-06-23,21071,1249,61,medium
acc00416,user_00416,2024-07-31,4054,932,178,low
acc00417,user_00417,2023-01-01,5526,1043,6,high
acc00418,user_00418,2024-11-22,16236,1459,31,medium
acc00419,user_00419,2023-07-15,34258,1258,162,low
acc00420,user_00420,2023-12-17,18539,803,6,high
acc00421,user_00421,2023-02-06,39183,117,136,low
acc00422,user_00422,2024-01-25,4319,685,61,medium
acc00423,user_00423,2023-02-07,25333,591,9,high
acc00424,user_00424,2024-01-26,5341,1203,88,low
acc00425,user_00425,2022-06-08,22925,645,29,medium
acc00426,user_00426,2023-02-23,25687,274,64,medium
acc00427,user_00427,2022-05-17,5552,644,65,medium
acc00428,user_00428,2023-03-15,21527,1675,44,medium
acc00429,user_00429,2024-09-28,42337,1383,9,high
acc00430,user_00430,2023-12-28,1194,752,180,low
acc00431,user_00431,2022-05-04,14037,709,96,low
acc00432,user_00432,2024-05-15,9015,327,99,low
acc00433,user_00433,2022-08-21,6628,1049,5,high
acc00434,user_00434,2022-12-07,34506,87,73,medium
acc00435,user_00435,2022-07-19,40503,278,41,medium
acc00436,user_00436,2024-07-28,10633,380,44,medium
acc00437,user_00437,2023-04-03,10848,1486,69,medium
acc00438,user_00438,2023-11-08,23874,1395,61,low
acc00439,user_00439,2022-04-15,29111,1260,35,medium
acc00440,user_00440,2024-05-07,34996,499,164,low
acc00441,user_00441,2022-06-21,12715,763,170,low
acc00442,user_00442,2023-05-28,28874,955,80,medium
acc00443,user_00443,2023-08-06,34567,867,147,low
acc00444,user_00444,2022-10-04,39627,293,4,high
acc00445,user_00445,2023-03-17,31495,1800,63,low
acc00446,user_00446,2022-05-21,6723,1466,191,low
acc00447,user_00447,2024-08-27,18681,181,74,medium
acc00448,user_00448,2023-09-29,33643,311,5,high
acc00449,user_00449,2022-05-08,14551,1682,73,low
acc00450,user_00450,2022-05-25,1747,859,139,low
acc00451,user_00451,2023-08-06,24507,492,7,high
acc00452,user_00452,2023-12-15,14715,67,70,low
acc00453,user_00453,2022-08-26,46838,1341,75,low
acc00454,user_00454,2024-08-14,2510,597,87,low
acc00455,user_00455,2022-11-16,46238,970,85,low
acc00456,user_00456,2022-06-19,5192,48,51,low
acc00457,user_00457,2022-08-30,9798,1133,105,low
acc00458,user_00458,2023-07-11,27738,237,58,medium
acc00459,user_00459,2024-02-28,7985,107,110,low
acc00460,user_00460,2023-03-19,40816,946,7,high
acc00461,user_00461,2022-08-29,32756,1232,2,high
acc00462,user_00462,2023-03-26,33775,1187,21,medium
acc00463,user_00463,2024-03-09,28130,13,3,high
acc00464,user_00464,2024-04-30,37399,863,42,medium
acc00465,user_00465,2023-07-15,23632,148,2,high
acc00466,user_00466,2023-08-01,33267,1144,54,medium
acc00467,user_00467,2022-07-22,30810,99,7,high
acc00468,user_00468,2023-12-16,16623,1540,44,medium
acc00469,user_00469,2022-10-17,4427,716,6,high
acc00470,user_00470,2022-11-03,38135,1515,2,high
acc00471,user_00471,2024-11-17,23088,1128,84,low
acc00472,user_00472,2022-09-04,44871,961,94,low
acc00473,user_00473,2023-03-27,11945,1671,50,medium
acc00474,user_00474,2022-12-30,29994,85,2,high
acc00475,user_00475,2024-11-18,13072,1824,101,low
acc00476,user_00476,2022-05-22,20321,1065,6,high
acc00477,user_00477,2023-09-05,16601,84,189,low
acc00478,user_00478,2024-03-15,23394,1775,32,medium
acc00479,user_00479,2024-03-28,8157,1647,6,high
acc00480,user_00480,2022-07-06,26215,1532,161,low
acc00481,user_00481,2024-01-20,12243,1026,148,low
acc00482,user_00482,2023-12-22,34031,556,51,medium
acc00483,user_00483,2024-10-13,28220,1243,7,high
acc00484,user_00484,2024-03-07,21050,220,9,high
acc00485,user_00485,2023-02-25,19375,637,6,high
acc00486,user_00486,2024-07-15,45204,919,159,low
acc00487,user_00487,2024-11-19,47632,1791,164,low
acc00488,user_00488,2024-03-26,41908,1630,161,low
acc00489,user_00489,2023-02-14,41780,841,2,high
acc00490,user_00490,2022-10-04,49145,1401,181,low
acc00491,user_00491,2024-08-08,39817,1398,1,high
acc00492,user_00492,2024-08-25,4406,493,58,low
acc00493,user_00493,2023-12-28,25090,1954,43,medium
acc00494,user_00494,2023-04-23,10055,1400,22,medium
acc00495,user_00495,2023-12-18,29094,1572,144,low
acc00496,user_00496,2024-08-14,34698,761,10,high
acc00497,user_00497,2023-03-08,18264,521,130,low
acc00498,user_00498,2022-12-10,12192,1032,1,high
acc00499,user_00499,2022-06-11,36809,251,44,medium
acc00500,user_00500,2023-01-12,29246,449,116,low
acc00501,user_00501,2023-01-22,32191,419,38,medium
acc00502,user_00502,2022-08-12,4853,935,3,high
acc00503,user_00503,2024-10-04,44690,1991,8,high
acc00504,user_00504,2023-01-06,4255,1136,138,low
acc00505,user_00505,2022-07-04,19657,1753,38,medium
acc00506,user_00506,2022-10-12,23690,1051,3,high
acc00507,user_00507,2024-06-10,9101,494,2,high
acc00508,user_00508,2023-12-29,36308,1182,56,low
acc00509,user_00509,2022-10-02,36152,275,169,low
acc00510,user_00510,2024-10-05,4308,643,76,medium
acc00511,user_00511,2023-07-13,26921,1585,172,low
acc00512,user_00512,2024-10-18,8213,659,197,low
acc00513,user_00513,2023-09-29,30528,1402,24,medium
acc00514,user_00514,2024-08-23,36130,1320,42,medium
acc00515,user_00515,2022-11-07,8456,896,31,medium
acc00516,user_00516,2022-07-27,3631,1712,78,medium
acc00517,user_00517,2024-07-29,19931,347,9,high
acc00518,user_00518,2022-05-20,46486,471,6,high
acc00519,user_00519,2022-06-30,18615,1742,182,low
acc00520,user_00520,2024-06-14,41619,1968,5,high
